pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
19962,2338754266,26,1,13,20027,14186398434,1,2025-04-03,1917699,13267,169009,1,2025-04-03
19963,2338754266,25,2,12,20027,14186398434,1,2026-02-13,13581,30,169009,1,2026-02-13
19964,2338754266,22,1,10,20027,14186398434,1,2026-08-20,0,0,169009,1,2026-08-20
19965,2338754266,29,2,1,20027,14186398434,1,2026-09-06,1502201,14466,169009,1,2026-09-06
19966,2338754266,18,2,10,20027,14186398434,1,2026-01-14,0,0,169009,1,2026-01-14
19967,2338754266,13,1,2,20027,14186398434,3,2026-06-06,264983,293,169009,1,2026-06-06
19968,2338754266,17,1,10,20027,14186398434,1,2025-10-30,0,0,169009,1,2025-10-30
19969,2338754266,21,1,11,20027,14186398434,1,2026-06-13,0,0,169009,1,2026-06-13
19970,2338754266,23,1,11,20027,14186398434,1,2025-02-06,0,0,169009,1,2025-02-06
19971,2338754266,28,2,3,20027,14186398434,1,2025-01-01,3819876,70888,169009,1,2025-01-01
19972,2338754266,30,2,9,20027,14186398434,1,2025-02-05,400395,7359,169009,1,2025-02-05
19973,2338754266,20,2,5,20027,14186398434,1,2025-09-12,190345,3664,169009,1,2025-09-12
19974,2338754266,22,1,10,20027,14186398434,1,2024-09-11,0,0,169009,1,2024-09-11
19975,2338754266,9,1,7,20027,14186398434,1,2026-04-25,211838,4222,169009,1,2026-04-25
19976,2338754266,27,2,13,20027,14186398434,1,2025-11-16,84752,1533,169009,1,2025-11-16
19977,2338754266,3,2,1,20027,14186398434,1,2024-02-15,1209145,7530,169009,1,2024-02-15
19978,2338754266,13,1,9,20027,14186398434,1,2024-05-19,823137,13222,169009,1,2024-05-19
19979,2338754266,3,2,1,20027,14186398434,1,2026-08-27,289287,1821,169009,3,2026-08-27
19980,2338754266,20,1,10,20027,14186398434,1,2024-01-18,0,0,169009,1,2024-01-18
19981,2338754266,20,2,5,20027,14186398434,1,2026-01-11,214267,2975,169009,1,2026-01-11
19982,2338754266,20,1,10,20027,14186398434,1,2025-11-10,0,0,169009,1,2025-11-10
19983,2338754266,7,1,7,20027,14186398434,1,2026-07-22,294196,2594,169009,2,2026-07-22
19984,2338754266,18,1,6,20027,14186398434,1,2024-11-29,7284,125,169009,1,2024-11-29
19985,2338754266,26,2,4,20027,14186398434,1,2024-03-07,25842,385,169009,1,2024-03-07
19986,2338754266,7,1,7,20027,14186398434,1,2026-06-30,217861,999,169009,1,2026-06-30
19987,2338754266,20,1,6,20027,14186398434,1,2026-07-29,4009,10,169009,1,2026-07-29
19988,2338754266,22,1,10,20027,14186398434,1,2026-05-09,0,0,169009,1,2026-05-09
19989,2338754266,24,2,4,20027,14186398434,1,2024-08-22,3063860,13599,169009,1,2024-08-22
19990,2338754266,23,1,10,20027,14186398434,1,2025-08-05,0,0,169009,1,2025-08-05
19991,2338754266,25,2,12,20027,14186398434,1,2024-11-20,79181,212,169009,1,2024-11-20
19992,2338754266,8,1,2,20027,14186398434,1,2025-10-21,856589,13514,169009,1,2025-10-21
19993,2338754266,12,1,10,20027,14186398434,1,2025-12-01,0,0,169009,1,2025-12-01
19994,2338754266,11,2,5,20027,14186398434,1,2026-06-15,120184,1781,169009,1,2026-06-15
19995,2338754266,29,2,3,20027,14186398434,1,2025-03-25,4961791,16051,169009,1,2025-03-25
19996,2338754266,23,1,10,20027,14186398434,1,2024-09-19,0,0,169009,1,2024-09-19
19997,2338754266,30,2,3,20027,14186398434,1,2026-05-13,1386773,899,169009,1,2026-05-13
19998,2338754266,12,1,3,20027,14186398434,5,2024-03-16,1483018,9489,169009,1,2024-03-16
19999,2338754266,14,1,1,20027,14186398434,1,2024-12-28,97860,319,169009,1,2024-12-28
20000,2338754266,23,1,11,20027,14186398434,1,2025-09-13,0,0,169009,1,2025-09-13
20001,2338754266,30,2,8,20027,14186398434,1,2025-11-19,128185,838,169009,1,2025-11-19
20002,2338754266,8,1,7,20027,14186398434,2,2026-05-15,290748,3828,169009,1,2026-05-15
20003,2338754266,12,1,11,20027,14186398434,3,2025-12-01,0,0,169009,1,2025-12-01
20004,1195765207,17,2,3,20008,41085952053,1,2024-09-21,4339378,78842,113514,1,2024-09-21
20005,1195765207,13,1,1,20008,41085952053,1,2026-07-09,276180,3192,113514,1,2026-07-09
20006,1195765207,12,1,5,20008,41085952053,1,2025-11-04,186987,1315,113514,1,2025-11-04
20007,1195765207,18,2,3,20008,41085952053,1,2024-06-21,3624321,34306,113514,1,2024-06-21
20008,1195765207,21,1,10,20008,41085952053,1,2025-10-09,0,0,113514,1,2025-10-09
20009,1195765207,17,1,6,20008,41085952053,1,2025-07-09,1967,0,113514,1,2025-07-09
20010,1195765207,26,2,13,20008,41085952053,1,2026-06-11,934215,9712,113514,1,2026-06-11
20011,1195765207,11,1,10,20008,41085952053,1,2025-03-31,0,0,113514,1,2025-03-31
20012,1195765207,5,2,2,20008,41085952053,1,2024-08-03,754166,9068,113514,1,2024-08-03
20013,1195765207,28,2,3,20008,41085952053,1,2026-01-02,2039812,1374,113514,1,2026-01-02
20014,1195765207,10,1,3,20008,41085952053,1,2026-07-18,432668,7776,113514,1,2026-07-18
20015,1195765207,24,2,4,20008,41085952053,1,2025-12-10,2677914,35518,113514,1,2025-12-10
20016,1195765207,2,2,4,20008,41085952053,1,2026-05-28,3813272,45964,113514,1,2026-05-28
20017,1195765207,26,1,4,20008,41085952053,1,2024-03-07,1250043,15719,113514,1,2024-03-07
20018,1195765207,5,2,1,20008,41085952053,1,2024-12-11,1954317,31745,113514,1,2024-12-11
20019,1195765207,1,2,3,20008,41085952053,1,2026-04-23,2788998,26883,113514,1,2026-04-23
20020,1195765207,1,2,2,20008,41085952053,1,2024-05-15,561615,5834,113514,1,2024-05-15
20021,1195765207,14,1,8,20008,41085952053,1,2024-05-01,26326,348,113514,1,2024-05-01
20022,7135129749,10,1,3,20070,48198355499,2,2025-12-02,2305890,37667,1050422,1,2025-12-02
20023,7135129749,19,1,5,20070,48198355499,1,2026-06-09,159483,2020,1050422,1,2026-06-09
20024,7135129749,9,1,2,20070,23692543587,3,2025-01-09,614728,2042,5325479,1,2025-01-09
20025,7135129749,18,1,3,20070,23692543587,1,2026-03-27,2109954,25993,5325479,1,2026-03-27
20026,7135129749,32,1,9,20070,48198355499,1,2024-12-09,343094,5134,1050422,1,2024-12-09
20027,7135129749,6,1,7,20070,48198355499,2,2025-12-27,348298,4991,1050422,1,2025-12-27
20028,7135129749,26,2,12,20070,48198355499,1,2025-11-28,52667,807,1050422,1,2025-11-28
20029,7135129749,18,1,6,20070,48198355499,1,2024-12-05,1934,29,1050422,1,2024-12-05
20030,7135129749,14,1,1,20070,48198355499,1,2026-09-05,1626180,15580,1050422,1,2026-09-05
20031,7135129749,20,1,10,20070,48198355499,1,2026-09-18,0,0,1050422,1,2026-09-18
20032,7135129749,18,1,3,20070,23692543587,1,2026-08-21,1891291,24523,5325479,1,2026-08-21
20033,7135129749,26,1,4,20070,48198355499,1,2026-07-14,398822,1555,1050422,1,2026-07-14
20034,7135129749,6,1,7,20070,48198355499,1,2026-04-18,60691,1153,1050422,1,2026-04-18
20035,7135129749,24,1,4,20070,48198355499,1,2024-02-08,4984518,93572,1050422,1,2024-02-08
20036,3328025194,20,1,6,20075,56748981885,2,2026-06-16,9898,70,3039207,1,2026-06-16
20037,3328025194,8,2,7,20075,56748981885,1,2024-03-15,406276,8014,3039207,1,2024-03-15
20038,3328025194,31,1,8,20075,56748981885,3,2025-11-02,668366,223,3039207,2,2025-11-02
20039,3328025194,3,2,2,20075,56748981885,1,2025-10-16,807262,2714,3039207,1,2025-10-16
20040,1169771149,12,1,10,20030,49006052670,1,2026-07-16,0,0,214398,1,2026-07-16
20041,1169771149,23,1,10,20030,49006052670,1,2026-03-06,0,0,214398,1,2026-03-06
20042,1169771149,1,1,3,20030,49006052670,1,2024-07-09,1817312,25810,214398,1,2024-07-09
20043,1169771149,9,2,7,20030,49006052670,1,2026-08-09,265071,3206,214398,1,2026-08-09
20044,1169771149,5,2,2,20030,49006052670,1,2025-08-24,613097,2991,214398,1,2025-08-24
20045,1169771149,1,2,12,20030,49006052670,1,2026-02-13,2952,35,214398,1,2026-02-13
20046,1300702028,11,1,5,20029,20878122132,1,2025-02-13,90407,1511,0,1,2025-02-13
20047,1300702028,31,2,9,20029,20878122132,1,2026-04-15,515749,1266,0,1,2026-04-15
20048,1300702028,32,1,9,20029,20878122132,1,2025-11-20,852689,2010,0,1,2025-11-20
20049,1300702028,28,1,1,20029,20878122132,1,2024-11-19,1776552,34725,0,1,2024-11-19
20050,1300702028,28,2,12,20029,20878122132,1,2025-09-19,82286,1412,0,1,2025-09-19
20051,1300702028,9,2,7,20029,20878122132,1,2025-04-17,484025,7414,0,1,2025-04-17
20052,1300702028,14,1,1,20029,20878122132,1,2024-11-20,1117506,16610,0,1,2024-11-20
20053,1300702028,31,2,8,20029,20878122132,1,2026-07-10,748565,2142,0,1,2026-07-10
20054,1300702028,16,1,2,20029,20878122132,1,2025-09-05,229563,3632,0,1,2025-09-05
20055,8721536910,24,2,13,20031,73848809289,1,2024-01-31,927501,5990,75516,1,2024-01-31
20056,8721536910,6,1,7,20031,90187365134,1,2025-08-04,478448,981,112888,1,2025-08-04
20057,8721536910,3,2,10,20031,73848809289,1,2026-09-03,0,0,75516,1,2026-09-03
20058,8721536910,31,2,3,20031,90187365134,1,2025-01-29,1032467,13175,112888,1,2025-01-29
20059,8721536910,12,1,11,20031,73848809289,1,2026-02-06,0,0,75516,1,2026-02-06
20060,8721536910,21,1,10,20031,73848809289,1,2024-05-18,0,0,75516,1,2024-05-18
20061,8721536910,9,1,10,20031,73848809289,1,2026-07-24,0,0,75516,1,2026-07-24
20062,8721536910,6,2,10,20031,90187365134,1,2024-12-13,0,0,112888,1,2024-12-13
20063,8721536910,21,1,11,20031,73848809289,1,2024-10-09,0,0,75516,1,2024-10-09
20064,8721536910,19,1,6,20031,73848809289,1,2024-07-03,12981,118,75516,1,2024-07-03
20065,8721536910,10,1,3,20031,90187365134,1,2026-07-25,2189136,43486,112888,2,2026-07-25
20066,2300426580,1,1,4,20021,43368192272,1,2026-06-30,4314429,13353,0,1,2026-06-30
20067,2300426580,21,1,11,20021,43368192272,1,2026-09-16,0,0,0,1,2026-09-16
20068,2300426580,4,2,3,20021,43368192272,1,2024-11-16,1890600,23342,0,1,2024-11-16
20069,2300426580,1,2,10,20021,43368192272,1,2026-03-03,0,0,0,1,2026-03-03
20070,2300426580,23,1,11,20021,43368192272,1,2026-07-01,0,0,0,1,2026-07-01
20071,2300426580,23,1,10,20021,43368192272,1,2024-02-17,0,0,0,1,2024-02-17
20072,2300426580,26,2,12,20021,43368192272,1,2024-01-24,57638,546,0,1,2024-01-24
20073,2300426580,31,2,9,20021,43368192272,1,2024-10-24,639468,9654,0,1,2024-10-24
20074,2300426580,14,1,8,20021,43368192272,1,2024-08-22,351122,4166,0,1,2024-08-22
20075,2300426580,29,2,12,20021,43368192272,1,2025-07-05,20099,6,0,1,2025-07-05
20076,2300426580,19,2,10,20021,43368192272,1,2026-07-14,0,0,0,1,2026-07-14
20077,6622423362,14,1,9,20003,18842031332,1,2025-07-07,574172,5599,231627,1,2025-07-07
20078,6622423362,11,1,10,20003,18842031332,1,2024-09-08,0,0,231627,1,2024-09-08
20079,6622423362,2,2,1,20003,18842031332,1,2025-09-18,284075,5579,231627,1,2025-09-18
20080,6622423362,28,2,3,20003,18842031332,1,2024-10-15,2322823,17820,231627,1,2024-10-15
20081,6622423362,32,1,8,20003,18842031332,1,2024-06-20,690037,8315,231627,1,2024-06-20
20082,6622423362,32,1,9,20003,18842031332,1,2024-05-23,496533,6927,231627,3,2024-05-23
20083,6622423362,12,1,5,20003,18842031332,1,2024-08-13,126187,2053,231627,1,2024-08-13
20084,2489810132,9,1,7,20053,32849626702,1,2025-12-15,108114,1406,117181,1,2025-12-15
20085,2489810132,30,2,8,20053,32849626702,4,2024-02-08,778184,7372,117181,1,2024-02-08
20086,2489810132,1,2,3,20053,32849626702,1,2025-11-24,1856789,4971,117181,1,2025-11-24
20087,2489810132,7,2,7,20053,32849626702,1,2024-06-20,488819,7174,117181,1,2024-06-20
20088,2489810132,14,1,9,20053,32849626702,1,2025-07-07,179599,1938,117181,1,2025-07-07
20089,2489810132,31,2,3,20053,32849626702,1,2025-01-10,2559404,38460,117181,1,2025-01-10
20090,2489810132,3,2,3,20053,32849626702,5,2026-05-03,1811620,22286,117181,1,2026-05-03
20091,2489810132,13,1,2,20053,32849626702,1,2025-09-06,904880,13632,117181,1,2025-09-06
20092,5152675615,12,1,10,20016,56191618113,1,2024-01-01,0,0,267369,1,2024-01-01
20093,4058527091,2,2,3,20052,13041540478,1,2026-06-21,3198121,44346,32977,1,2026-06-21
20094,4058527091,4,2,12,20052,13041540478,1,2025-05-13,14456,264,32977,1,2025-05-13
20095,4058527091,17,2,5,20052,13041540478,1,2025-11-09,256718,3475,32977,1,2025-11-09
20096,4058527091,5,1,12,20052,49149626761,1,2025-08-07,2697,37,448466,1,2025-08-07
20097,4058527091,11,1,11,20052,49149626761,1,2024-12-18,0,0,448466,1,2024-12-18
20098,4058527091,17,1,5,20052,49149626761,1,2026-04-24,112698,543,448466,1,2026-04-24
20099,9653956840,31,2,3,20041,13604742471,1,2026-04-18,4047970,18993,1791868,1,2026-04-18
20100,9653956840,27,2,4,20041,13604742471,1,2026-04-21,3845675,41872,1791868,3,2026-04-21
20101,9653956840,8,1,10,20041,13604742471,1,2025-09-21,0,0,1791868,1,2025-09-21
20102,9653956840,5,1,3,20041,13604742471,1,2026-07-21,1673734,1535,1791868,1,2026-07-21
20103,9653956840,8,2,10,20041,13604742471,1,2025-09-05,0,0,1791868,1,2025-09-05
20104,9653956840,6,1,10,20041,13604742471,1,2025-02-07,0,0,1791868,1,2025-02-07
20105,9653956840,24,2,12,20041,13604742471,2,2024-06-03,7323,32,1791868,1,2024-06-03
20106,9653956840,3,1,4,20041,13604742471,1,2026-08-14,587334,10513,1791868,1,2026-08-14
20107,9653956840,26,2,4,20041,13604742471,1,2025-03-06,4938949,15135,1791868,1,2025-03-06
20108,9653956840,1,1,1,20041,13604742471,3,2026-07-06,191250,1132,1791868,1,2026-07-06
20109,9653956840,15,1,9,20041,13604742471,1,2025-12-12,383551,6779,1791868,1,2025-12-12
20110,9653956840,27,1,12,20041,13604742471,1,2024-12-19,85794,774,1791868,1,2024-12-19
20111,9653956840,26,2,13,20041,13604742471,1,2026-04-01,109448,1801,1791868,1,2026-04-01
20112,9653956840,31,2,8,20041,13604742471,1,2026-01-25,791043,1094,1791868,1,2026-01-25
20113,9653956840,9,2,2,20041,13604742471,1,2026-07-29,922680,8401,1791868,1,2026-07-29
20114,9653956840,15,1,2,20041,13604742471,1,2024-10-03,451945,212,1791868,1,2024-10-03
20115,9653956840,26,2,12,20041,13604742471,1,2025-06-12,28653,290,1791868,1,2025-06-12
20116,8310305040,18,2,3,20001,49159091033,1,2026-06-05,1709520,31475,196999,1,2026-06-05
20117,8310305040,25,2,13,20001,49159091033,1,2026-03-21,160579,628,196999,1,2026-03-21
20118,8310305040,29,2,3,20001,37875981302,1,2026-05-22,2119348,10671,588835,1,2026-05-22
20119,8310305040,21,1,11,20001,37875981302,1,2025-02-06,0,0,588835,3,2025-02-06
20120,8310305040,1,2,2,20001,37875981302,1,2026-07-04,221770,365,588835,1,2026-07-04
20121,8310305040,9,2,7,20001,49159091033,3,2024-10-25,472787,3809,196999,1,2024-10-25
20122,8310305040,9,1,2,20001,49159091033,1,2025-09-14,688610,12717,196999,1,2025-09-14
20123,8310305040,29,2,12,20001,49159091033,3,2026-06-26,7611,103,196999,1,2026-06-26
20124,8310305040,24,1,4,20001,49159091033,1,2025-01-30,4793998,3174,196999,1,2025-01-30
20125,8310305040,23,1,11,20001,49159091033,1,2026-01-31,0,0,196999,1,2026-01-31
20126,8310305040,9,1,2,20001,37875981302,1,2024-11-09,791197,7926,588835,1,2024-11-09
20127,8310305040,31,1,9,20001,37875981302,1,2024-08-20,320243,2271,588835,1,2024-08-20
20128,2124414857,14,1,1,20058,78314880789,1,2025-07-12,1973555,21918,93138,1,2025-07-12
20129,2124414857,24,2,13,20058,78314880789,1,2024-07-17,641452,9022,93138,1,2024-07-17
20130,2124414857,19,1,3,20058,78314880789,1,2026-06-11,4484147,60175,93138,1,2026-06-11
20131,2124414857,18,1,10,20058,78314880789,1,2025-07-07,0,0,93138,1,2025-07-07
20132,2124414857,23,1,11,20058,78314880789,1,2026-05-02,0,0,93138,1,2026-05-02
20133,2124414857,29,2,3,20058,78314880789,1,2026-04-07,1045252,12099,93138,1,2026-04-07
20134,9053438764,14,1,7,20045,72077103555,1,2025-03-24,365175,216,87871,3,2025-03-24
20135,9053438764,15,1,9,20045,34440317547,1,2024-06-10,16230,197,507842,1,2024-06-10
20136,9053438764,15,1,6,20045,34440317547,2,2024-08-30,3524,1,507842,1,2024-08-30
20137,9053438764,14,1,9,20045,34440317547,1,2025-01-22,33126,662,507842,1,2025-01-22
20138,9053438764,12,1,10,20045,72077103555,1,2026-03-27,0,0,87871,1,2026-03-27
20139,9053438764,31,2,9,20045,34440317547,1,2024-06-02,397358,6120,507842,1,2024-06-02
20140,9053438764,14,1,7,20045,72077103555,1,2024-04-25,186081,1333,87871,1,2024-04-25
20141,3305000718,15,1,9,20079,67368794013,1,2025-03-12,256343,1999,621127,1,2025-03-12
20142,3305000718,7,1,2,20079,67368794013,1,2026-04-10,510206,6736,621127,3,2026-04-10
20143,3305000718,24,2,4,20079,67368794013,1,2024-05-04,4494045,84695,621127,1,2024-05-04
20144,3305000718,2,2,3,20079,67368794013,1,2025-12-18,414482,7406,621127,1,2025-12-18
20145,3305000718,21,1,11,20079,67368794013,1,2026-08-26,0,0,621127,1,2026-08-26
20146,3305000718,19,1,3,20079,67368794013,1,2024-07-03,1834861,17355,621127,1,2024-07-03
20147,3305000718,32,2,3,20079,67368794013,1,2025-12-29,4684677,29006,621127,1,2025-12-29
20148,3305000718,17,1,10,20079,67368794013,1,2025-12-31,0,0,621127,1,2025-12-31
20149,3305000718,30,1,8,20079,67368794013,1,2025-05-07,200622,1768,621127,1,2025-05-07
20150,3305000718,22,1,11,20079,67368794013,2,2026-02-15,0,0,621127,2,2026-02-15
20151,3305000718,32,2,9,20079,67368794013,4,2025-06-23,324163,1858,621127,1,2025-06-23
20152,3305000718,1,2,12,20079,67368794013,1,2025-03-25,61802,741,621127,1,2025-03-25
20153,3305000718,25,2,12,20079,67368794013,1,2026-06-08,80323,532,621127,1,2026-06-08
20154,3305000718,14,1,1,20079,67368794013,1,2025-01-01,1857907,7380,621127,1,2025-01-01
20155,3966019786,27,2,13,20027,19522302230,1,2025-12-26,1350921,26791,0,1,2025-12-26
20156,3966019786,19,1,5,20027,87893815531,1,2025-07-29,73488,875,695965,1,2025-07-29
20157,3966019786,12,1,10,20027,19522302230,1,2025-05-14,0,0,0,1,2025-05-14
20158,3966019786,15,1,8,20027,19522302230,1,2025-11-01,190511,2675,0,1,2025-11-01
20159,3966019786,14,1,9,20027,19522302230,1,2025-07-21,992947,4598,0,1,2025-07-21
20160,3966019786,32,2,8,20027,19522302230,1,2025-07-08,642818,10173,0,1,2025-07-08
20161,3966019786,6,2,7,20027,87893815531,1,2025-06-12,309147,4593,695965,1,2025-06-12
20162,3966019786,5,1,12,20027,87893815531,1,2026-05-27,19092,375,695965,1,2026-05-27
20163,3966019786,19,1,5,20027,87893815531,5,2024-07-03,213531,3188,695965,1,2024-07-03
20164,3966019786,17,2,3,20027,19522302230,1,2025-04-11,201674,2592,0,1,2025-04-11
20165,3966019786,25,1,4,20027,87893815531,1,2026-07-20,1877209,31935,695965,1,2026-07-20
20166,3966019786,27,2,4,20027,19522302230,1,2026-08-23,3150611,56021,0,1,2026-08-23
20167,3966019786,12,1,5,20027,87893815531,1,2026-03-22,164932,1515,695965,1,2026-03-22
20168,3966019786,23,1,11,20027,19522302230,1,2024-08-09,0,0,0,1,2024-08-09
20169,3966019786,17,1,3,20027,87893815531,1,2024-01-25,3398418,37107,695965,1,2024-01-25
20170,3966019786,30,1,3,20027,87893815531,1,2026-08-22,1135654,3208,695965,1,2026-08-22
20171,3966019786,10,1,11,20027,87893815531,1,2025-11-11,0,0,695965,1,2025-11-11
20172,3966019786,30,1,9,20027,19522302230,1,2026-05-20,998183,12472,0,1,2026-05-20
20173,3966019786,11,1,11,20027,87893815531,1,2026-02-24,0,0,695965,1,2026-02-24
20174,3966019786,14,1,7,20027,19522302230,1,2026-07-31,232033,556,0,1,2026-07-31
20175,3966019786,4,1,12,20027,87893815531,1,2026-09-15,92149,1129,695965,1,2026-09-15
20176,3966019786,14,1,2,20027,19522302230,1,2025-01-02,743121,10152,0,1,2025-01-02
20177,3966019786,4,1,3,20027,19522302230,1,2026-07-15,1159077,16233,0,1,2026-07-15
20178,3966019786,14,1,6,20027,87893815531,1,2024-12-23,17980,162,695965,1,2024-12-23
20179,3966019786,4,2,12,20027,87893815531,1,2026-02-13,87673,843,695965,1,2026-02-13
20180,3966019786,12,1,3,20027,87893815531,1,2025-10-14,515454,4100,695965,1,2025-10-14
20181,3966019786,13,1,7,20027,87893815531,1,2025-01-03,74542,1306,695965,1,2025-01-03
20182,3966019786,29,1,12,20027,19522302230,2,2024-01-25,57179,178,0,1,2024-01-25
20183,3966019786,28,2,12,20027,19522302230,1,2025-01-29,82610,796,0,1,2025-01-29
20184,3966019786,4,1,10,20027,19522302230,1,2025-12-22,0,0,0,2,2025-12-22
20185,3966019786,15,1,2,20027,87893815531,1,2025-09-15,327509,2406,695965,1,2025-09-15
20186,3966019786,14,1,1,20027,19522302230,1,2026-03-12,1136570,22269,0,1,2026-03-12
20187,3966019786,29,2,12,20027,87893815531,1,2025-09-09,2310,24,695965,1,2025-09-09
20188,8832113412,32,1,3,20053,98146128230,1,2026-06-11,3063355,2253,91161,1,2026-06-11
20189,8832113412,31,2,8,20053,98146128230,1,2026-03-28,789107,758,91161,1,2026-03-28
20190,8832113412,17,2,6,20053,98146128230,1,2024-07-31,7210,110,91161,1,2024-07-31
20191,8832113412,27,2,4,20053,98146128230,1,2026-02-28,803218,11833,91161,1,2026-02-28
20192,8832113412,23,1,10,20053,98146128230,1,2024-04-27,0,0,91161,1,2024-04-27
20193,8832113412,11,2,5,20053,98146128230,2,2025-11-29,43787,487,91161,1,2025-11-29
20194,8832113412,7,2,2,20053,98146128230,3,2025-07-02,304746,324,91161,1,2025-07-02
20195,8832113412,1,2,4,20053,98146128230,1,2026-05-20,1540498,16820,91161,1,2026-05-20
20196,8832113412,22,1,11,20053,98146128230,1,2026-07-14,0,0,91161,1,2026-07-14
20197,8832113412,22,1,10,20053,98146128230,1,2025-04-18,0,0,91161,1,2025-04-18
20198,8832113412,26,1,4,20053,98146128230,1,2026-08-10,4629286,58773,91161,1,2026-08-10
20199,8832113412,17,1,3,20053,98146128230,1,2026-06-10,3397830,16132,91161,1,2026-06-10
20200,8832113412,19,1,5,20053,98146128230,1,2026-04-18,104466,1845,91161,1,2026-04-18
20201,8832113412,27,1,4,20053,98146128230,2,2024-06-28,4832005,55103,91161,1,2024-06-28
20202,8832113412,8,1,7,20053,98146128230,2,2025-07-08,345217,1581,91161,1,2025-07-08
20203,8832113412,32,2,3,20053,98146128230,1,2026-05-07,4671804,23689,91161,1,2026-05-07
20204,8832113412,8,2,2,20053,98146128230,1,2025-06-15,961015,4974,91161,1,2025-06-15
20205,8980615000,27,1,4,20041,39467455750,1,2024-10-06,1246909,11540,25955,1,2024-10-06
20206,8980615000,12,1,5,20041,39467455750,4,2024-09-24,255481,1600,25955,1,2024-09-24
20207,3788977721,23,1,10,20042,54878482196,1,2026-09-07,0,0,1484949,1,2026-09-07
